number, created_at, updated_at, closed_at
3713, 2015-04-21T21:13:15Z, 2015-04-30T07:09:33Z, 2015-04-30T07:09:33Z
3659, 2015-04-13T10:42:18Z, 2018-08-26T12:49:53Z, 2017-08-10T11:39:30Z
3606, 2015-04-07T09:06:01Z, 2015-04-07T20:13:31Z, 2015-04-07T20:13:31Z
3418, 2015-03-15T18:50:25Z, 2015-08-25T16:49:11Z, 2015-05-08T20:16:43Z
3344, 2015-03-08T18:33:55Z, 2018-05-28T16:32:12Z, 2018-05-28T16:32:12Z
3340, 2015-03-07T01:34:57Z, 2015-03-09T20:27:14Z, 2015-03-09T20:27:14Z
3328, 2015-03-05T20:51:21Z, 2015-03-09T20:43:26Z, 2015-03-09T20:43:26Z
3313, 2015-03-04T22:29:30Z, 2015-03-05T09:57:14Z, 2015-03-05T09:57:14Z
3302, 2015-03-03T03:20:07Z, 2015-08-14T17:34:27Z, 2015-03-11T18:11:47Z
3298, 2015-03-02T14:48:04Z, 2018-04-05T23:42:22Z, 2017-04-21T21:22:58Z
3225, 2015-02-22T00:38:29Z, 2015-06-18T18:28:49Z, 2015-06-18T18:28:49Z
3146, 2015-02-14T01:51:17Z, 2017-05-12T07:53:52Z, 2017-05-12T07:53:52Z
2988, 2015-01-30T21:38:23Z, 2016-04-02T22:03:37Z, 2016-04-02T22:03:37Z
2770, 2014-12-23T23:20:08Z, 2015-11-03T04:03:16Z, 2015-09-10T05:09:34Z
2682, 2014-12-09T12:00:03Z, 2017-07-11T22:17:49Z, 2017-07-11T22:17:49Z
2620, 2014-11-28T11:49:54Z, 2016-08-03T00:43:17Z, 2015-05-14T17:36:27Z
2576, 2014-11-20T20:55:53Z, 2016-10-27T14:12:02Z, 2016-10-27T14:12:02Z
2517, 2014-11-13T16:42:38Z, 2018-05-08T02:14:45Z, 2018-01-25T12:19:53Z
2407, 2014-10-24T11:42:39Z, 2015-08-20T00:38:33Z, 2015-08-20T00:38:33Z
2380, 2014-10-19T14:37:15Z, 2016-03-18T21:45:21Z, 2016-03-18T21:45:21Z
2353, 2014-10-15T13:01:47Z, 2014-11-15T20:48:43Z, 2014-11-15T20:47:08Z
2331, 2014-10-12T20:45:57Z, 2016-10-27T14:15:55Z, 2016-10-27T14:15:55Z
2311, 2014-10-09T01:02:47Z, 2016-03-26T19:21:39Z, 2016-03-26T19:21:39Z
2298, 2014-10-07T10:03:49Z, 2015-10-15T16:49:45Z, 2015-07-08T22:10:36Z
2266, 2014-09-28T09:55:33Z, 2015-04-28T23:00:05Z, 2015-03-10T22:24:00Z
2250, 2014-09-26T11:58:32Z, 2022-05-02T19:47:56Z, 2015-09-01T18:33:01Z
2249, 2014-09-26T09:58:54Z, 2014-10-25T11:08:18Z, 2014-10-25T11:08:16Z
2247, 2014-09-26T05:31:46Z, 2015-04-14T20:35:08Z, 2015-04-13T22:45:13Z
2242, 2014-09-25T12:25:49Z, 2016-03-26T18:56:21Z, 2016-03-26T18:56:20Z
2203, 2014-09-17T15:09:31Z, 2014-09-29T22:51:07Z, 2014-09-29T22:51:07Z
2193, 2014-09-15T04:41:21Z, 2018-06-25T18:11:25Z, None
2185, 2014-09-12T16:15:25Z, 2016-04-15T21:37:26Z, 2016-04-15T21:37:26Z
2182, 2014-09-11T22:16:20Z, 2015-10-23T16:26:34Z, 2015-10-23T16:26:34Z
2164, 2014-09-09T02:39:05Z, 2014-12-30T15:34:44Z, 2014-12-30T15:34:44Z
2160, 2014-09-08T01:18:58Z, 2014-09-08T01:49:13Z, 2014-09-08T01:49:13Z
2136, 2014-09-03T14:40:15Z, 2015-10-14T20:51:20Z, 2015-10-14T20:51:20Z
2135, 2014-09-03T13:34:13Z, 2015-02-04T12:47:55Z, 2015-02-04T12:47:54Z
2005, 2014-08-06T11:47:28Z, 2017-10-01T23:47:30Z, 2017-10-01T23:47:30Z
1998, 2014-08-05T09:53:36Z, 2014-10-15T06:08:55Z, 2014-10-15T06:08:55Z
1962, 2014-07-30T16:54:33Z, 2014-09-29T23:15:48Z, 2014-09-29T23:15:48Z
1955, 2014-07-29T22:19:52Z, 2014-09-29T23:17:31Z, 2014-09-29T23:17:31Z
1939, 2014-07-26T21:10:14Z, 2016-03-31T14:59:47Z, 2015-09-10T05:10:19Z
1920, 2014-07-24T09:47:57Z, 2017-07-06T23:37:35Z, 2017-07-06T23:37:35Z
1905, 2014-07-21T22:10:15Z, 2016-03-14T22:37:08Z, 2016-03-14T22:37:08Z
1839, 2014-07-15T20:48:37Z, 2015-02-27T23:37:32Z, 2015-02-27T23:37:32Z
1782, 2014-07-03T02:08:59Z, 2015-01-23T02:13:52Z, 2015-01-23T02:13:52Z
1740, 2014-06-25T04:11:16Z, 2016-07-19T07:36:08Z, 2015-07-15T12:52:54Z
1718, 2014-06-18T21:09:06Z, 2019-07-05T07:10:39Z, 2015-04-29T09:00:32Z
1698, 2014-06-16T21:45:53Z, 2015-02-12T21:02:10Z, 2014-07-30T03:15:59Z
1593, 2014-05-24T00:05:32Z, 2015-11-25T23:02:46Z, 2015-11-25T23:02:46Z
1569, 2014-05-19T21:53:45Z, 2015-11-18T18:51:20Z, 2015-11-18T18:51:20Z
1478, 2014-05-02T19:00:32Z, 2015-04-01T21:52:12Z, 2015-04-01T21:52:12Z
1471, 2014-05-01T12:18:43Z, 2018-05-30T22:37:59Z, 2016-04-15T21:37:26Z
1398, 2014-04-11T11:16:02Z, 2015-04-07T23:49:10Z, 2015-04-07T23:49:10Z
1392, 2014-04-10T05:08:24Z, 2014-10-23T01:01:30Z, 2014-10-23T01:01:30Z
1263, 2014-03-17T08:02:36Z, 2014-03-28T14:41:01Z, 2014-03-28T01:50:28Z
1253, 2014-03-12T21:35:00Z, 2024-04-12T06:47:45Z, None
1252, 2014-03-12T21:33:49Z, 2017-11-03T16:16:28Z, 2017-11-03T16:16:28Z
1232, 2014-03-07T15:52:15Z, 2015-12-07T04:43:54Z, 2015-07-20T23:57:01Z
1169, 2014-02-24T16:45:33Z, 2021-09-14T00:04:10Z, 2015-03-10T22:31:38Z
1159, 2014-02-22T02:05:11Z, 2024-06-21T06:13:44Z, None
996, 2014-01-30T10:32:44Z, 2017-07-12T02:21:23Z, 2017-07-12T02:21:23Z
858, 2014-01-09T22:58:14Z, 2022-07-18T15:02:07Z, 2017-10-01T22:17:29Z
856, 2014-01-09T19:59:23Z, 2014-01-28T02:01:18Z, 2014-01-28T02:01:18Z
837, 2014-01-07T22:19:52Z, 2014-02-13T07:55:20Z, 2014-02-13T07:55:20Z
836, 2014-01-07T22:10:48Z, 2014-01-18T06:32:24Z, 2014-01-18T06:32:24Z
789, 2014-01-03T00:03:52Z, 2014-07-10T06:56:57Z, 2014-01-07T00:16:36Z
747, 2013-12-30T18:53:34Z, 2014-06-18T19:56:18Z, 2014-01-06T04:41:49Z
643, 2013-12-08T00:02:10Z, 2014-06-12T13:27:28Z, 2014-01-06T04:41:36Z
633, 2013-12-04T20:42:43Z, 2014-12-10T22:33:37Z, 2014-12-10T22:33:37Z
632, 2013-12-04T20:02:19Z, 2014-09-23T23:45:27Z, 2014-09-23T23:45:27Z
631, 2013-12-04T19:27:34Z, 2017-11-07T15:23:16Z, 2014-01-03T19:20:22Z
615, 2013-11-26T13:07:54Z, 2014-01-02T20:09:27Z, 2014-01-02T20:09:27Z
590, 2013-11-23T04:24:21Z, 2013-12-26T06:15:14Z, 2013-12-26T06:15:14Z
554, 2013-11-17T00:10:15Z, 2017-11-24T21:17:42Z, 2016-04-15T21:37:26Z
532, 2013-11-13T23:09:44Z, 2013-11-25T17:29:53Z, 2013-11-25T17:29:53Z
531, 2013-11-13T23:07:29Z, 2014-01-06T18:08:15Z, 2014-01-06T18:08:15Z
519, 2013-11-11T22:57:36Z, 2014-02-19T18:58:55Z, 2014-02-19T18:58:55Z
518, 2013-11-11T22:57:02Z, 2014-06-20T07:42:45Z, 2014-06-20T07:42:45Z
517, 2013-11-11T22:29:48Z, 2014-02-19T18:58:55Z, 2014-02-19T18:58:55Z
515, 2013-11-11T22:26:07Z, 2014-01-06T18:16:06Z, 2014-01-06T18:16:06Z
496, 2013-11-09T01:00:11Z, 2013-11-13T23:15:53Z, 2013-11-13T22:53:24Z
473, 2013-11-05T19:07:15Z, 2013-11-07T06:56:20Z, 2013-11-07T06:56:20Z
441, 2013-10-22T05:23:53Z, 2016-08-03T00:43:34Z, 2015-01-08T00:47:38Z
427, 2013-10-15T21:01:09Z, 2018-08-04T00:07:24Z, 2018-08-04T00:07:23Z
358, 2013-09-18T19:05:26Z, 2013-10-11T23:46:30Z, 2013-10-11T23:46:30Z
302, 2013-08-30T21:20:37Z, 2014-08-20T01:42:19Z, 2013-10-15T19:25:45Z
264, 2013-08-14T16:24:14Z, 2014-05-05T14:15:26Z, 2013-08-25T18:34:36Z
250, 2013-08-05T00:56:13Z, 2014-01-03T08:32:22Z, 2013-08-18T04:50:15Z
242, 2013-07-30T03:19:58Z, 2013-09-07T20:54:59Z, 2013-09-07T20:54:59Z
229, 2013-07-24T17:42:08Z, 2014-08-12T06:45:13Z, 2013-09-23T22:31:19Z
215, 2013-07-19T19:15:07Z, 2013-07-19T23:35:43Z, 2013-07-19T23:35:43Z
183, 2013-07-10T23:17:50Z, 2016-01-13T22:19:43Z, 2014-02-15T23:49:29Z
166, 2013-07-05T23:00:19Z, 2013-07-05T23:18:09Z, 2013-07-05T23:18:09Z
137, 2013-06-28T21:15:11Z, 2013-07-01T20:54:17Z, 2013-07-01T20:54:17Z
