number, created_at, updated_at, closed_at
19965, 2020-10-05T23:22:54Z, 2020-10-06T14:32:14Z, 2020-10-06T14:32:04Z
19964, 2020-10-05T23:17:07Z, 2020-10-06T14:32:48Z, 2020-10-06T14:32:40Z
19950, 2020-10-03T04:34:48Z, 2020-11-13T13:54:43Z, 2020-11-13T13:54:43Z
19948, 2020-10-02T19:53:35Z, 2021-01-29T15:24:57Z, 2021-01-29T15:22:56Z
19927, 2020-09-30T02:34:29Z, 2021-05-25T18:48:34Z, 2021-05-25T18:48:34Z
19923, 2020-09-29T13:31:18Z, 2021-04-28T20:30:30Z, 2020-09-29T15:05:42Z
19911, 2020-09-25T18:18:33Z, 2020-10-14T17:19:48Z, 2020-10-14T17:19:48Z
19899, 2020-09-24T15:03:20Z, 2020-09-24T15:27:21Z, 2020-09-24T15:27:07Z
19861, 2020-09-18T15:28:11Z, 2020-09-19T14:21:28Z, 2020-09-19T14:21:28Z
19860, 2020-09-18T13:26:15Z, 2022-12-23T11:27:40Z, None
19848, 2020-09-17T13:40:58Z, 2023-07-07T12:58:43Z, None
19841, 2020-09-16T00:29:08Z, 2020-09-19T23:28:56Z, 2020-09-18T16:59:37Z
19839, 2020-09-15T20:56:05Z, 2021-04-28T20:32:50Z, 2021-04-28T20:32:35Z
19816, 2020-09-11T11:37:21Z, 2021-04-29T14:20:11Z, 2020-09-11T13:39:00Z
19810, 2020-09-11T04:22:06Z, 2020-10-01T09:26:06Z, 2020-09-11T12:13:44Z
19784, 2020-09-07T09:05:46Z, 2020-09-14T13:55:36Z, 2020-09-14T13:55:36Z
19751, 2020-09-02T17:01:08Z, 2020-09-11T02:03:06Z, 2020-09-10T10:30:19Z
19748, 2020-09-02T10:59:01Z, 2020-09-22T11:32:06Z, 2020-09-21T15:04:50Z
19726, 2020-08-30T01:03:14Z, 2020-09-22T18:23:20Z, 2020-09-22T18:23:20Z
19701, 2020-08-26T18:09:04Z, 2022-01-19T16:30:35Z, 2022-01-19T16:30:35Z
19677, 2020-08-22T15:52:29Z, 2021-04-29T05:17:23Z, 2020-08-31T14:48:12Z
19674, 2020-08-21T22:09:50Z, 2020-08-26T17:04:44Z, 2020-08-26T17:04:44Z
19661, 2020-08-20T15:52:59Z, 2020-09-10T18:55:42Z, 2020-08-29T20:03:24Z
19660, 2020-08-20T04:49:53Z, 2020-09-22T18:23:29Z, 2020-09-22T18:23:29Z
19639, 2020-08-18T17:13:11Z, 2020-08-19T12:50:47Z, 2020-08-19T12:50:47Z
19633, 2020-08-18T07:14:13Z, 2020-10-13T17:38:59Z, 2020-10-13T17:38:59Z
19629, 2020-08-17T17:28:59Z, 2020-08-18T14:17:01Z, 2020-08-18T14:17:01Z
19608, 2020-08-13T18:46:02Z, 2020-08-31T11:11:37Z, 2020-08-24T15:50:20Z
19602, 2020-08-13T12:28:03Z, 2021-04-28T20:23:53Z, 2021-04-28T20:23:53Z
19591, 2020-08-12T08:50:57Z, 2020-08-17T09:34:52Z, 2020-08-15T13:42:50Z
19589, 2020-08-11T17:05:18Z, 2023-09-04T09:39:24Z, 2022-03-30T00:56:46Z
19563, 2020-08-08T10:50:56Z, 2020-08-17T12:53:09Z, 2020-08-17T12:53:09Z
19562, 2020-08-08T10:25:23Z, 2020-08-10T14:08:23Z, 2020-08-10T14:08:23Z
19560, 2020-08-07T22:30:51Z, 2020-08-10T11:54:11Z, 2020-08-10T11:54:11Z
19558, 2020-08-07T21:30:44Z, 2020-08-28T11:40:57Z, 2020-08-17T14:47:50Z
19547, 2020-08-06T15:41:45Z, 2020-11-06T19:18:06Z, 2020-10-13T17:40:47Z
19545, 2020-08-06T14:50:25Z, 2020-08-12T16:15:54Z, 2020-08-12T16:15:54Z
19530, 2020-08-04T23:33:58Z, 2020-08-21T06:57:56Z, 2020-08-21T06:57:55Z
19527, 2020-08-04T19:24:21Z, 2021-04-28T20:30:34Z, 2020-08-04T20:19:42Z
19468, 2020-07-27T18:13:24Z, 2021-04-28T20:30:35Z, 2020-07-27T20:35:56Z
19443, 2020-07-24T02:16:05Z, 2021-04-28T20:30:38Z, 2020-07-24T20:16:34Z
19442, 2020-07-24T02:15:22Z, 2021-04-28T20:30:37Z, 2020-07-24T20:16:35Z
19419, 2020-07-20T17:18:11Z, 2021-04-02T19:00:52Z, None
19402, 2020-07-18T02:38:33Z, 2020-07-27T02:47:03Z, 2020-07-24T23:58:49Z
19400, 2020-07-18T01:00:15Z, 2021-03-31T14:18:45Z, 2021-02-10T23:18:16Z
19385, 2020-07-16T16:17:42Z, 2021-03-31T14:20:46Z, 2020-11-27T12:54:57Z
19383, 2020-07-16T08:27:44Z, 2020-07-16T13:09:57Z, 2020-07-16T13:08:22Z
19359, 2020-07-15T05:16:57Z, 2020-07-15T17:17:06Z, 2020-07-15T16:26:16Z
19357, 2020-07-15T02:04:59Z, 2020-07-15T17:10:27Z, 2020-07-15T16:26:18Z
19338, 2020-07-13T20:37:50Z, 2020-07-15T17:10:39Z, 2020-07-13T20:50:25Z
19320, 2020-07-11T13:49:29Z, 2020-07-14T13:18:48Z, 2020-07-13T20:21:57Z
19312, 2020-07-10T17:41:51Z, 2020-07-10T18:02:09Z, 2020-07-10T18:02:09Z
19308, 2020-07-10T10:49:41Z, 2020-07-11T15:50:49Z, 2020-07-11T15:50:49Z
19293, 2020-07-09T14:29:56Z, 2020-07-09T14:49:33Z, 2020-07-09T14:49:33Z
19290, 2020-07-09T11:33:11Z, 2021-02-10T23:34:46Z, 2021-02-10T23:34:46Z
19243, 2020-07-02T16:02:21Z, 2020-07-07T21:44:53Z, 2020-07-06T19:52:15Z
19229, 2020-07-01T15:30:08Z, 2020-08-18T21:05:13Z, 2020-08-18T21:05:12Z
19160, 2020-06-19T08:11:24Z, 2021-04-28T20:30:43Z, 2020-06-22T15:47:56Z
19153, 2020-06-18T11:55:48Z, 2020-06-22T15:52:14Z, 2020-06-22T15:52:05Z
19137, 2020-06-15T14:34:47Z, 2020-06-16T16:47:28Z, 2020-06-16T16:47:22Z
19114, 2020-06-10T19:07:59Z, 2020-10-14T15:05:02Z, 2020-10-14T14:24:49Z
19107, 2020-06-09T20:02:23Z, 2020-06-10T02:46:31Z, 2020-06-10T02:46:21Z
19106, 2020-06-09T19:58:45Z, 2020-06-10T02:44:29Z, 2020-06-10T02:44:12Z
19099, 2020-06-08T13:13:10Z, 2020-06-23T14:34:54Z, 2020-06-23T14:34:54Z
19094, 2020-06-06T23:55:57Z, 2020-06-10T02:44:37Z, 2020-06-10T02:44:15Z
19083, 2020-06-05T22:13:54Z, 2020-06-30T19:12:37Z, 2020-06-30T19:12:37Z
19078, 2020-06-05T08:37:31Z, 2020-06-25T23:48:12Z, None
19002, 2020-05-26T06:36:35Z, 2020-07-08T13:54:20Z, 2020-07-06T12:49:21Z
18985, 2020-05-23T02:10:24Z, 2020-07-07T21:44:39Z, 2020-05-27T00:23:43Z
18924, 2020-05-14T13:10:10Z, 2020-10-15T18:45:24Z, 2020-10-15T18:45:24Z
18903, 2020-05-13T10:39:40Z, 2021-04-28T20:30:44Z, 2020-05-18T20:49:53Z
18902, 2020-05-13T07:00:10Z, 2020-05-13T15:58:26Z, 2020-05-13T15:57:14Z
18877, 2020-05-09T12:57:43Z, 2021-04-28T20:30:46Z, 2020-05-11T23:31:38Z
18859, 2020-05-07T13:49:45Z, 2021-05-05T15:21:32Z, 2021-05-05T02:28:17Z
18844, 2020-05-06T16:31:08Z, 2020-06-30T21:06:47Z, 2020-06-30T21:06:47Z
18831, 2020-05-05T18:01:22Z, 2020-07-15T17:16:43Z, 2020-07-15T16:25:28Z
18824, 2020-05-05T03:09:21Z, 2020-05-07T23:43:09Z, 2020-05-07T23:41:44Z
18804, 2020-05-02T17:13:34Z, 2020-05-07T23:42:57Z, 2020-05-07T23:41:47Z
18798, 2020-05-01T12:41:08Z, 2020-05-08T00:07:21Z, 2020-05-08T00:07:21Z
18786, 2020-04-30T00:58:44Z, 2020-05-19T21:14:11Z, 2020-05-19T21:14:11Z
18768, 2020-04-28T15:13:02Z, 2021-06-07T21:47:18Z, 2021-06-07T21:47:18Z
18754, 2020-04-27T15:01:21Z, 2020-05-07T23:36:13Z, 2020-05-07T23:36:05Z
18701, 2020-04-22T12:00:47Z, 2020-04-25T16:34:13Z, 2020-04-23T06:10:55Z
18657, 2020-04-17T17:46:44Z, 2020-04-17T23:32:56Z, 2020-04-17T23:32:56Z
18644, 2020-04-16T17:49:41Z, 2020-06-29T18:19:38Z, 2020-06-29T18:19:38Z
18591, 2020-04-13T17:40:05Z, 2021-07-22T21:15:39Z, 2021-02-10T23:48:28Z
18544, 2020-04-08T20:24:37Z, 2020-04-17T15:43:14Z, 2020-04-17T12:54:04Z
18518, 2020-04-07T12:27:24Z, 2020-04-07T17:28:22Z, 2020-04-07T17:28:22Z
18514, 2020-04-07T00:58:24Z, 2020-04-07T17:30:26Z, 2020-04-07T17:30:25Z
18502, 2020-04-06T10:24:24Z, 2022-03-30T00:35:51Z, None
18486, 2020-04-04T00:49:12Z, 2020-04-08T02:17:02Z, 2020-04-08T02:17:02Z
18460, 2020-04-01T22:25:36Z, 2022-03-30T00:32:22Z, 2022-03-30T00:32:22Z
18429, 2020-03-29T12:03:27Z, 2020-04-01T05:26:57Z, 2020-04-01T05:26:57Z
18398, 2020-03-26T17:48:11Z, 2020-03-27T16:59:17Z, 2020-03-27T16:59:07Z
18357, 2020-03-20T18:08:47Z, 2020-03-30T18:25:05Z, 2020-03-30T18:25:05Z
18353, 2020-03-20T01:41:21Z, 2020-03-26T18:31:41Z, 2020-03-26T18:31:41Z
18256, 2020-03-09T17:40:03Z, 2020-10-13T17:38:59Z, 2020-10-13T17:38:59Z
18208, 2020-03-04T10:59:24Z, 2020-08-21T17:33:22Z, 2020-05-01T16:04:13Z
18128, 2020-02-25T15:54:28Z, 2021-06-23T21:19:53Z, 2021-06-23T21:19:53Z
18101, 2020-02-21T23:08:59Z, 2023-03-01T19:55:02Z, None
18098, 2020-02-21T20:47:07Z, 2022-12-30T11:37:28Z, None
18085, 2020-02-20T03:44:54Z, 2020-04-03T13:44:38Z, 2020-04-03T13:44:38Z
18051, 2020-02-17T12:24:15Z, 2024-07-02T16:34:22Z, None
18033, 2020-02-13T13:45:57Z, 2020-03-25T17:28:04Z, 2020-03-25T17:28:03Z
18026, 2020-02-12T13:33:21Z, 2022-10-13T12:42:15Z, 2020-08-19T07:22:40Z
18020, 2020-02-11T21:41:06Z, 2020-04-08T12:41:32Z, 2020-04-07T20:34:42Z
18010, 2020-02-10T19:24:14Z, 2020-05-12T22:47:24Z, 2020-05-12T22:47:24Z
17953, 2020-02-01T07:58:03Z, 2021-09-27T23:25:11Z, 2021-09-27T23:25:11Z
17945, 2020-01-31T18:49:40Z, 2020-05-28T15:32:38Z, 2020-05-28T15:32:38Z
17935, 2020-01-30T10:19:22Z, 2020-04-06T15:17:46Z, 2020-04-06T15:17:46Z
17918, 2020-01-28T13:06:29Z, 2020-08-23T10:10:45Z, 2020-08-23T10:10:45Z
17909, 2020-01-25T11:35:42Z, 2020-01-28T22:58:17Z, 2020-01-28T22:58:17Z
17895, 2020-01-23T11:59:29Z, 2020-01-31T22:36:00Z, 2020-01-31T22:36:00Z
17872, 2020-01-20T09:09:40Z, 2020-03-25T17:28:41Z, 2020-03-25T17:28:41Z
17855, 2020-01-16T17:16:35Z, 2024-01-30T18:28:42Z, None
17845, 2020-01-15T03:56:28Z, 2020-03-16T20:35:15Z, 2020-03-16T20:35:14Z
17832, 2020-01-14T09:43:10Z, 2020-02-02T20:04:49Z, 2020-02-02T20:04:49Z
17823, 2020-01-12T05:04:15Z, 2020-01-12T20:38:28Z, 2020-01-12T19:22:11Z
17821, 2020-01-10T23:55:25Z, 2020-01-11T16:01:12Z, 2020-01-11T16:01:12Z
17819, 2020-01-10T11:31:27Z, 2020-01-10T18:39:35Z, 2020-01-10T18:25:17Z
17813, 2020-01-09T17:12:37Z, 2020-01-28T19:21:33Z, 2020-01-09T18:34:08Z
17803, 2020-01-08T13:29:11Z, 2020-01-12T20:38:53Z, 2020-01-08T15:49:22Z
17802, 2020-01-08T09:09:11Z, 2020-01-09T18:04:15Z, 2020-01-09T18:04:15Z
17796, 2020-01-07T15:55:45Z, 2020-01-07T15:56:50Z, 2020-01-07T15:56:50Z
17795, 2020-01-07T11:45:11Z, 2020-01-07T15:56:42Z, 2020-01-07T15:56:41Z
17788, 2020-01-06T13:33:48Z, 2020-01-06T17:23:23Z, 2020-01-06T17:23:23Z
17785, 2020-01-06T09:48:35Z, 2020-10-05T09:06:44Z, 2020-01-11T16:15:06Z
17769, 2020-01-03T18:16:47Z, 2020-01-03T21:38:35Z, 2020-01-03T21:38:28Z
17767, 2020-01-03T14:13:20Z, 2020-01-03T16:41:43Z, 2020-01-03T16:41:37Z
17764, 2020-01-03T10:09:22Z, 2020-01-03T18:24:13Z, 2020-01-03T16:47:53Z
17761, 2020-01-03T03:51:53Z, 2020-01-03T18:24:19Z, 2020-01-03T17:34:13Z
17754, 2020-01-02T09:56:13Z, 2020-01-06T18:55:25Z, 2020-01-02T16:27:30Z
17752, 2020-01-02T02:23:32Z, 2020-01-02T15:32:58Z, 2020-01-02T15:32:46Z
17750, 2019-12-31T13:04:12Z, 2019-12-31T16:07:30Z, 2019-12-31T16:07:22Z
17749, 2019-12-31T08:56:10Z, 2020-01-02T08:51:18Z, 2019-12-31T16:06:55Z
17741, 2019-12-29T19:33:12Z, 2024-06-28T03:39:02Z, 2022-03-30T00:22:36Z
17735, 2019-12-29T04:21:45Z, 2019-12-29T16:10:17Z, 2019-12-29T16:09:58Z
17734, 2019-12-28T21:16:44Z, 2019-12-29T16:10:10Z, 2019-12-29T16:10:00Z
17715, 2019-12-26T06:53:33Z, 2019-12-26T14:03:58Z, 2019-12-26T14:03:58Z
17714, 2019-12-25T22:49:08Z, 2019-12-26T14:04:02Z, 2019-12-26T14:04:01Z
17698, 2019-12-23T18:03:03Z, 2020-01-02T16:58:03Z, 2019-12-23T18:26:26Z
17696, 2019-12-23T15:43:41Z, 2019-12-25T02:34:33Z, 2019-12-25T02:34:25Z
17684, 2019-12-21T08:34:59Z, 2019-12-21T16:16:26Z, 2019-12-21T16:16:26Z
17682, 2019-12-20T23:42:24Z, 2019-12-21T01:40:53Z, 2019-12-21T01:40:41Z
17670, 2019-12-19T23:56:35Z, 2019-12-21T16:12:41Z, 2019-12-21T16:12:40Z
17667, 2019-12-19T20:48:35Z, 2019-12-19T21:44:08Z, 2019-12-19T21:44:08Z
17662, 2019-12-19T16:02:28Z, 2020-01-02T16:58:09Z, 2019-12-19T16:02:52Z
17661, 2019-12-19T13:59:21Z, 2019-12-19T21:44:09Z, 2019-12-19T21:44:08Z
17657, 2019-12-19T10:11:14Z, 2019-12-19T21:44:10Z, 2019-12-19T21:44:09Z
17655, 2019-12-19T05:57:55Z, 2019-12-19T21:44:11Z, 2019-12-19T21:44:10Z
17652, 2019-12-18T20:06:25Z, 2019-12-22T16:15:32Z, 2019-12-22T16:15:14Z
17646, 2019-12-18T11:09:16Z, 2019-12-18T20:04:28Z, 2019-12-18T20:04:28Z
17637, 2019-12-17T12:55:30Z, 2019-12-18T20:04:26Z, 2019-12-18T20:04:25Z
17620, 2019-12-16T13:46:30Z, 2020-01-03T18:24:31Z, 2019-12-29T21:02:51Z
17619, 2019-12-16T13:30:25Z, 2019-12-16T20:27:24Z, 2019-12-16T20:27:16Z
17610, 2019-12-15T08:17:48Z, 2019-12-18T20:04:22Z, 2019-12-18T20:04:22Z
17609, 2019-12-15T01:10:16Z, 2020-04-01T20:58:15Z, None
17603, 2019-12-14T16:58:28Z, 2019-12-16T20:27:42Z, 2019-12-16T20:27:42Z
17600, 2019-12-13T21:36:24Z, 2020-01-02T16:58:15Z, 2019-12-13T21:41:34Z
17592, 2019-12-13T02:58:09Z, 2020-01-02T16:58:23Z, 2019-12-13T19:11:34Z
17578, 2019-12-11T22:45:02Z, 2019-12-12T00:18:30Z, 2019-12-12T00:18:21Z
17574, 2019-12-11T10:24:08Z, 2019-12-12T00:19:20Z, 2019-12-11T18:28:46Z
17558, 2019-12-09T21:37:03Z, 2019-12-09T21:43:44Z, 2019-12-09T21:43:37Z
17557, 2019-12-09T20:29:13Z, 2019-12-09T21:43:31Z, 2019-12-09T21:43:31Z
17535, 2019-12-05T13:23:38Z, 2020-01-02T16:58:31Z, 2019-12-07T16:29:41Z
17533, 2019-12-05T10:28:00Z, 2020-01-02T16:58:46Z, 2019-12-07T16:29:47Z
17525, 2019-12-04T12:47:13Z, 2019-12-09T21:43:08Z, 2019-12-09T21:42:57Z
17507, 2019-12-03T08:09:08Z, 2019-12-03T15:42:23Z, 2019-12-03T15:41:53Z
17503, 2019-12-02T18:36:28Z, 2020-01-02T16:58:51Z, 2019-12-02T18:57:27Z
17501, 2019-12-02T16:54:36Z, 2020-01-02T16:58:58Z, 2019-12-02T18:56:57Z
17500, 2019-12-02T15:32:21Z, 2019-12-03T15:42:13Z, 2019-12-03T15:41:56Z
17495, 2019-12-01T10:17:18Z, 2020-06-29T19:06:14Z, 2020-06-29T19:06:13Z
17486, 2019-11-28T18:11:11Z, 2019-12-02T09:30:57Z, 2019-12-02T09:30:48Z
17465, 2019-11-26T18:50:30Z, 2019-11-26T19:08:25Z, 2019-11-26T19:08:24Z
17447, 2019-11-24T19:11:47Z, 2019-11-26T19:16:03Z, 2019-11-26T19:16:02Z
17444, 2019-11-24T15:38:33Z, 2019-11-26T19:16:32Z, 2019-11-26T19:16:31Z
17432, 2019-11-22T10:43:23Z, 2020-05-21T17:04:38Z, 2020-05-21T17:04:38Z
17356, 2019-11-13T20:11:50Z, 2020-06-30T21:06:47Z, 2020-06-30T21:06:47Z
17355, 2019-11-13T16:35:19Z, 2024-04-02T18:40:17Z, None
17352, 2019-11-13T04:07:32Z, 2021-06-30T13:38:45Z, 2021-06-30T13:38:45Z
17301, 2019-11-07T09:39:23Z, 2020-09-25T19:39:43Z, None
17292, 2019-11-06T19:11:13Z, 2019-11-26T19:15:53Z, 2019-11-26T19:15:39Z
17279, 2019-11-05T17:29:14Z, 2019-11-15T22:46:52Z, 2019-11-15T22:46:51Z
17273, 2019-11-04T23:12:15Z, 2020-08-28T18:49:01Z, 2020-08-28T18:49:01Z
17272, 2019-11-04T22:49:03Z, 2019-11-15T23:46:10Z, 2019-11-15T23:46:10Z
17239, 2019-10-31T15:33:52Z, 2021-06-23T21:25:10Z, 2021-06-23T21:25:10Z
17229, 2019-10-30T21:31:43Z, 2020-02-26T21:08:18Z, 2020-02-26T21:08:18Z
17207, 2019-10-29T12:07:08Z, 2023-10-11T09:16:24Z, 2019-12-04T15:53:01Z
17202, 2019-10-28T09:53:08Z, 2019-10-29T16:00:17Z, 2019-10-29T16:00:12Z
17185, 2019-10-25T22:59:18Z, 2024-01-11T20:48:55Z, 2021-03-23T22:20:52Z
17170, 2019-10-23T11:13:04Z, 2020-04-20T17:46:56Z, 2020-04-20T17:46:56Z
17157, 2019-10-21T12:06:09Z, 2024-05-23T13:53:52Z, 2024-03-13T22:10:42Z
17151, 2019-10-20T15:58:13Z, 2020-04-08T09:58:58Z, 2020-04-08T09:58:58Z
17134, 2019-10-18T08:42:25Z, 2019-10-29T15:41:49Z, 2019-10-29T15:41:49Z
17133, 2019-10-18T04:04:55Z, 2019-10-21T21:55:22Z, 2019-10-21T21:54:07Z
17123, 2019-10-16T21:55:57Z, 2019-10-21T21:53:37Z, 2019-10-21T21:53:28Z
17066, 2019-10-11T11:36:40Z, 2022-01-29T11:27:36Z, 2019-11-14T16:55:37Z
17052, 2019-10-09T13:10:15Z, 2019-10-09T16:26:06Z, 2019-10-09T16:25:58Z
17047, 2019-10-08T21:26:53Z, 2019-10-09T16:26:54Z, 2019-10-09T16:26:54Z
17033, 2019-10-07T15:32:38Z, 2020-10-28T13:43:53Z, 2020-10-28T13:43:53Z
16994, 2019-10-02T22:11:37Z, 2019-10-30T18:59:28Z, 2019-10-30T18:08:43Z
16952, 2019-09-29T10:28:49Z, 2019-09-30T15:31:31Z, 2019-09-30T15:31:31Z
16950, 2019-09-29T08:46:37Z, 2019-09-29T16:30:25Z, 2019-09-29T16:30:17Z
16926, 2019-09-27T14:29:52Z, 2019-09-28T00:09:11Z, 2019-09-28T00:09:11Z
16925, 2019-09-27T13:32:31Z, 2019-09-28T00:09:14Z, 2019-09-28T00:09:14Z
16859, 2019-09-23T11:12:10Z, 2019-09-26T17:51:51Z, 2019-09-23T19:56:02Z
16843, 2019-09-20T13:24:58Z, 2020-06-10T01:45:51Z, 2019-09-25T17:46:27Z
16832, 2019-09-19T11:26:39Z, 2020-02-25T11:39:20Z, 2020-02-25T11:39:20Z
16818, 2019-09-18T11:22:37Z, 2019-09-19T15:44:25Z, 2019-09-18T11:56:31Z
16813, 2019-09-17T20:08:55Z, 2019-09-17T21:38:11Z, 2019-09-17T21:38:11Z
16808, 2019-09-17T16:08:22Z, 2019-09-17T17:53:12Z, 2019-09-17T17:48:46Z
16789, 2019-09-16T09:03:53Z, 2019-09-16T15:47:33Z, 2019-09-16T15:47:33Z
16773, 2019-09-13T03:10:12Z, 2020-09-04T14:51:33Z, 2019-09-14T02:11:58Z
16763, 2019-09-12T12:38:47Z, 2019-10-24T18:18:47Z, 2019-10-24T18:18:46Z
16734, 2019-09-10T17:05:25Z, 2020-08-16T16:44:24Z, 2020-07-01T14:33:30Z
16711, 2019-09-09T15:10:14Z, 2020-01-02T16:59:04Z, 2019-09-09T15:28:25Z
16691, 2019-09-06T22:12:51Z, 2020-08-21T13:31:17Z, 2020-08-21T13:31:17Z
16690, 2019-09-06T21:16:35Z, 2019-09-25T16:18:59Z, 2019-09-25T16:18:59Z
16686, 2019-09-06T16:55:45Z, 2019-09-06T23:59:20Z, 2019-09-06T18:58:08Z
16636, 2019-09-02T13:52:59Z, 2020-01-02T16:59:18Z, 2019-09-02T14:00:11Z
16629, 2019-08-31T02:56:16Z, 2020-03-16T23:27:36Z, 2020-03-16T23:27:36Z
16620, 2019-08-30T13:41:45Z, 2019-08-30T14:36:38Z, 2019-08-30T14:36:27Z
16616, 2019-08-30T06:58:11Z, 2019-08-30T15:23:31Z, 2019-08-30T15:23:31Z
16606, 2019-08-29T05:25:38Z, 2019-08-31T01:25:21Z, None
16599, 2019-08-28T14:49:53Z, 2021-04-28T20:39:04Z, 2021-04-28T20:39:03Z
16585, 2019-08-27T14:32:08Z, 2020-07-01T15:05:45Z, 2020-07-01T14:33:30Z
16573, 2019-08-26T19:19:58Z, 2020-03-31T01:09:33Z, 2020-03-31T01:09:33Z
16568, 2019-08-26T03:49:43Z, 2019-08-26T15:38:27Z, 2019-08-26T15:38:14Z
16564, 2019-08-24T04:50:05Z, 2019-09-14T03:29:57Z, 2019-09-14T03:29:57Z
16562, 2019-08-23T18:43:03Z, 2019-08-23T20:40:51Z, 2019-08-23T20:40:32Z
16556, 2019-08-23T15:08:58Z, 2019-08-23T17:50:08Z, 2019-08-23T17:50:00Z
16551, 2019-08-23T10:18:20Z, 2019-08-23T14:42:43Z, 2019-08-23T14:42:26Z
16550, 2019-08-23T02:55:42Z, 2021-04-28T20:38:47Z, 2021-04-28T20:38:47Z
16547, 2019-08-22T16:42:22Z, 2024-04-05T15:54:48Z, None
16536, 2019-08-22T05:52:20Z, 2019-08-23T14:40:30Z, 2019-08-23T14:39:46Z
16534, 2019-08-22T00:11:57Z, 2019-08-23T14:49:01Z, 2019-08-23T14:48:41Z
16527, 2019-08-21T18:04:11Z, 2019-09-03T15:35:13Z, 2019-09-03T15:35:13Z
16506, 2019-08-20T10:06:36Z, 2020-02-10T19:19:34Z, 2020-02-10T19:19:34Z
16501, 2019-08-20T02:40:23Z, 2024-04-15T21:53:16Z, 2021-04-28T14:29:32Z
16499, 2019-08-20T01:15:56Z, 2019-09-03T17:38:50Z, 2019-09-03T17:38:50Z
16495, 2019-08-19T22:27:13Z, 2021-11-01T17:38:41Z, None
16488, 2019-08-19T22:24:43Z, 2020-01-08T19:11:00Z, None
16487, 2019-08-19T22:24:17Z, 2020-01-08T19:10:59Z, None
16486, 2019-08-19T22:20:56Z, 2021-04-28T20:53:57Z, 2021-04-28T20:35:46Z
16485, 2019-08-19T22:20:03Z, 2019-10-01T02:00:57Z, 2019-09-30T20:10:53Z
16475, 2019-08-19T21:52:14Z, 2022-12-06T20:00:57Z, 2019-09-19T15:41:26Z
16465, 2019-08-19T21:38:01Z, 2020-01-08T19:10:53Z, None
16464, 2019-08-19T21:36:44Z, 2019-09-09T23:21:04Z, 2019-09-09T23:21:04Z
16457, 2019-08-19T17:12:37Z, 2020-01-02T16:59:23Z, 2019-08-19T18:07:31Z
16456, 2019-08-19T16:07:25Z, 2021-04-28T20:37:57Z, 2021-04-28T20:37:57Z
16451, 2019-08-19T09:52:38Z, 2019-08-20T15:49:26Z, 2019-08-20T14:00:00Z
16446, 2019-08-19T01:27:03Z, 2020-01-08T17:31:56Z, 2020-01-05T00:51:14Z
16441, 2019-08-18T05:21:06Z, 2019-08-18T15:35:08Z, 2019-08-18T15:35:07Z
16427, 2019-08-16T18:48:27Z, 2019-08-16T20:16:21Z, 2019-08-16T20:16:20Z
16426, 2019-08-16T17:42:52Z, 2021-10-05T01:11:32Z, 2019-08-19T16:45:40Z
16423, 2019-08-16T15:36:21Z, 2019-08-19T19:17:08Z, 2019-08-16T18:26:39Z
16422, 2019-08-16T15:03:34Z, 2019-09-06T09:06:40Z, 2019-09-06T09:06:40Z
16419, 2019-08-16T11:43:51Z, 2019-08-16T20:10:21Z, 2019-08-16T20:10:20Z
16417, 2019-08-16T09:48:27Z, 2019-08-16T15:09:19Z, 2019-08-16T15:08:34Z
16416, 2019-08-16T09:10:04Z, 2023-05-31T08:29:19Z, None
16414, 2019-08-16T08:57:53Z, 2019-08-18T15:43:32Z, 2019-08-18T15:43:31Z
16413, 2019-08-16T07:58:16Z, 2019-09-03T12:38:04Z, 2019-09-03T12:38:04Z
16412, 2019-08-16T05:57:04Z, 2020-01-05T00:51:01Z, 2020-01-05T00:51:01Z
16389, 2019-08-14T15:38:37Z, 2020-01-06T18:11:35Z, 2020-01-06T18:11:35Z
16376, 2019-08-13T05:27:07Z, 2021-03-24T19:57:17Z, 2021-03-24T19:57:17Z
16365, 2019-08-12T14:12:35Z, 2020-01-09T17:05:27Z, None
16342, 2019-08-09T19:15:55Z, 2019-12-01T22:39:25Z, None
16160, 2019-07-18T22:38:21Z, 2019-07-26T17:06:25Z, 2019-07-26T17:06:25Z
16003, 2019-06-27T02:06:47Z, 2019-09-03T16:26:42Z, 2019-09-03T16:26:42Z
15978, 2019-06-24T19:56:15Z, 2020-05-27T16:30:49Z, 2020-04-21T19:10:26Z
15930, 2019-06-19T23:18:33Z, 2019-06-21T18:33:11Z, 2019-06-21T18:33:11Z
15774, 2019-05-30T08:31:32Z, 2020-03-18T11:18:54Z, 2020-03-18T11:18:53Z
15739, 2019-05-25T12:18:13Z, 2022-11-02T12:24:40Z, None
15512, 2019-04-26T16:19:18Z, 2020-06-29T18:27:25Z, 2020-06-29T18:27:24Z
15484, 2019-04-24T10:27:18Z, 2022-03-30T00:07:35Z, 2022-03-30T00:07:34Z
15418, 2019-04-15T08:32:08Z, 2020-11-06T20:35:45Z, None
15356, 2019-04-09T01:03:14Z, 2023-04-16T15:27:20Z, 2019-04-12T22:56:02Z
15301, 2019-04-03T02:47:52Z, 2020-10-16T15:07:28Z, 2020-10-16T15:07:28Z
15219, 2019-03-27T00:53:53Z, 2020-10-16T15:07:28Z, 2020-10-16T15:07:28Z
15171, 2019-03-20T20:35:18Z, 2022-03-30T00:03:10Z, None
